Time,Open,High,Low,Close,Vol
20250113T102500,1.127,1.127,1.127,1.127,100
20250113T104000,1.130,1.130,1.130,1.130,400
20250113T113000,1.130,1.130,1.130,1.130,600
20250113T130500,1.201,1.249,1.127,1.249,37600
20250113T131000,1.249,1.249,1.158,1.162,177100
20250113T131500,1.138,1.162,1.128,1.162,666200
20250113T132000,1.162,1.162,1.128,1.129,528600
20250113T132500,1.131,1.131,1.128,1.128,60700
20250113T133000,1.128,1.130,1.126,1.126,33900
20250113T133500,1.124,1.128,1.124,1.128,251000
20250113T134000,1.128,1.129,1.128,1.129,118700
20250113T134500,1.129,1.129,1.129,1.129,1200
20250113T135000,1.128,1.128,1.128,1.128,5000
20250113T135500,1.128,1.128,1.126,1.128,121300
20250113T140500,1.128,1.128,1.125,1.125,100200
20250113T141500,1.123,1.123,1.123,1.123,89400
20250113T142000,1.129,1.129,1.129,1.129,4600
20250113T150000,1.188,1.188,1.129,1.133,111600
20250114T093500,1.124,1.134,1.124,1.127,197700
20250114T094000,1.126,1.128,1.125,1.128,140500
20250114T094500,1.128,1.131,1.128,1.129,38000
20250114T095000,1.129,1.133,1.128,1.129,14400
20250114T095500,1.129,1.136,1.129,1.136,36700
20250114T100000,1.139,1.139,1.134,1.137,7700
20250114T100500,1.141,1.143,1.140,1.140,24800
20250114T101000,1.140,1.140,1.136,1.136,28500
20250114T101500,1.135,1.142,1.135,1.142,223100
20250114T102000,1.140,1.140,1.140,1.140,1000
20250114T102500,1.140,1.143,1.140,1.143,156100
20250114T103000,1.143,1.144,1.143,1.144,35200
20250114T103500,1.142,1.143,1.142,1.143,20500
20250114T104000,1.143,1.143,1.143,1.143,2800
20250114T104500,1.143,1.143,1.143,1.143,300
20250114T105000,1.143,1.145,1.143,1.145,45900
20250114T105500,1.147,1.150,1.147,1.150,13400
20250114T110000,1.150,1.150,1.150,1.150,18400
20250114T110500,1.155,1.155,1.155,1.155,600
20250114T111000,1.155,1.156,1.155,1.156,26100
20250114T111500,1.156,1.156,1.156,1.156,100
20250114T112000,1.156,1.156,1.156,1.156,14600
20250114T112500,1.151,1.152,1.151,1.152,70400
20250114T113000,1.150,1.150,1.149,1.149,5400
20250114T130500,1.137,1.154,1.137,1.154,3700
20250114T131000,1.152,1.152,1.152,1.152,14800
20250114T132000,1.155,1.155,1.154,1.155,147500
20250114T132500,1.154,1.154,1.154,1.154,13600
20250114T133000,1.152,1.153,1.152,1.153,347400
20250114T133500,1.153,1.153,1.153,1.153,8400
20250114T135000,1.153,1.154,1.153,1.154,7600
20250114T140000,1.156,1.158,1.156,1.158,57700
20250114T140500,1.160,1.161,1.160,1.161,47100
20250114T141000,1.162,1.162,1.162,1.162,10300
20250114T141500,1.161,1.161,1.161,1.161,6800
20250114T143500,1.161,1.161,1.161,1.161,12000
20250114T144000,1.158,1.158,1.158,1.158,1100
20250114T144500,1.158,1.158,1.158,1.158,23000
20250114T145000,1.160,1.160,1.160,1.160,10000
20250114T145500,1.160,1.160,1.160,1.160,10800
20250114T150000,1.161,1.161,1.160,1.161,78300
20250115T093500,1.157,1.161,1.151,1.161,63700
20250115T094000,1.157,1.157,1.157,1.157,300
20250115T094500,1.156,1.156,1.156,1.156,4300
20250115T095000,1.155,1.160,1.127,1.160,125500
20250115T095500,1.157,1.157,1.157,1.157,5100
20250115T100500,1.161,1.161,1.161,1.161,9300
20250115T101000,1.155,1.155,1.154,1.154,15800
20250115T101500,1.156,1.156,1.156,1.156,10000
20250115T105000,1.161,1.161,1.161,1.161,96800
20250115T105500,1.157,1.157,1.157,1.157,100
20250115T111000,1.159,1.159,1.159,1.159,10800
20250115T111500,1.156,1.156,1.156,1.156,900
20250115T112500,1.155,1.155,1.155,1.155,18600
20250115T132000,1.154,1.154,1.154,1.154,85100
20250115T141000,1.154,1.154,1.154,1.154,200
20250115T144000,1.154,1.154,1.154,1.154,1600
20250115T150000,1.156,1.156,1.155,1.155,10800
20250116T094000,1.163,1.165,1.163,1.165,20500
20250116T094500,1.165,1.171,1.165,1.171,17700
20250116T095000,1.171,1.171,1.171,1.171,300
20250116T100000,1.159,1.159,1.159,1.159,1300
20250116T101000,1.161,1.161,1.161,1.161,39400
20250116T102000,1.162,1.162,1.162,1.162,500
20250116T103000,1.160,1.160,1.160,1.160,2500
20250116T104000,1.159,1.159,1.159,1.159,3100
20250116T105000,1.152,1.152,1.152,1.152,9900
20250116T105500,1.154,1.154,1.154,1.154,8100
20250116T111500,1.153,1.153,1.152,1.152,2300
20250116T130500,1.149,1.149,1.149,1.149,200
20250116T131000,1.149,1.149,1.147,1.147,400
20250116T131500,1.147,1.147,1.147,1.147,5000
20250116T132500,1.145,1.147,1.145,1.147,14900
20250116T133000,1.147,1.147,1.147,1.147,1300
20250116T134000,1.154,1.154,1.154,1.154,500
20250116T135000,1.153,1.153,1.153,1.153,5000
20250116T140000,1.149,1.149,1.149,1.149,100000
20250116T141500,1.153,1.154,1.153,1.154,21400
20250116T143000,1.154,1.154,1.154,1.154,3700
20250116T144500,1.151,1.151,1.151,1.151,1000
20250116T145000,1.152,1.152,1.152,1.152,49400
20250116T150000,1.151,1.151,1.151,1.151,50000
20250117T093500,1.145,1.145,1.145,1.145,15000
20250117T100500,1.155,1.155,1.155,1.155,1500
20250117T101000,1.155,1.155,1.155,1.155,9700
20250117T111000,1.153,1.153,1.153,1.153,7200
20250117T111500,1.155,1.155,1.155,1.155,1000
20250117T112000,1.156,1.156,1.156,1.156,10000
20250117T113000,1.161,1.161,1.161,1.161,100
20250117T130500,1.161,1.162,1.161,1.162,18300
20250117T132000,1.161,1.161,1.161,1.161,10900
20250117T135000,1.161,1.161,1.161,1.161,100000
20250117T143500,1.164,1.164,1.163,1.163,4100
20250117T144000,1.161,1.161,1.161,1.161,2800
20250117T144500,1.160,1.160,1.160,1.160,2200
20250120T093500,1.170,1.171,1.170,1.171,1700
20250120T094000,1.173,1.175,1.173,1.175,7300
20250120T094500,1.175,1.175,1.175,1.175,2000
20250120T095500,1.179,1.180,1.179,1.180,14300
20250120T100500,1.180,1.180,1.180,1.180,400
20250120T101000,1.180,1.180,1.180,1.180,2600
20250120T103500,1.180,1.180,1.180,1.180,2000
20250120T104000,1.180,1.180,1.180,1.180,100
20250120T110000,1.175,1.175,1.175,1.175,5000
20250120T111000,1.175,1.175,1.175,1.175,2800
20250120T131000,1.175,1.175,1.175,1.175,6000
20250120T131500,1.176,1.176,1.176,1.176,300
20250120T132500,1.177,1.177,1.177,1.177,10900
20250121T095500,1.170,1.170,1.170,1.170,400
20250121T100500,1.174,1.174,1.174,1.174,41100
20250121T101500,1.175,1.175,1.175,1.175,1000
20250121T110500,1.175,1.175,1.175,1.175,100
20250121T142500,1.182,1.182,1.182,1.182,2200
20250121T145000,1.182,1.182,1.182,1.182,100
20250121T145500,1.182,1.182,1.182,1.182,3000
20250122T095500,1.174,1.174,1.174,1.174,2000
20250122T100000,1.169,1.169,1.169,1.169,700
20250122T110500,1.173,1.173,1.173,1.173,200
20250122T140500,1.169,1.169,1.169,1.169,200
20250122T144000,1.170,1.170,1.168,1.168,12800
20250122T144500,1.172,1.172,1.172,1.172,2300
20250122T145000,1.171,1.171,1.171,1.171,500
20250123T093500,1.181,1.181,1.181,1.181,300
20250123T094500,1.190,1.190,1.190,1.190,1600
20250123T100000,1.190,1.190,1.190,1.190,4200
20250123T103000,1.179,1.179,1.179,1.179,1000
20250123T103500,1.180,1.180,1.180,1.180,7700
20250123T110000,1.183,1.183,1.183,1.183,900
20250123T111500,1.179,1.179,1.179,1.179,100
20250123T130500,1.179,1.179,1.179,1.179,4000
20250124T093500,1.169,1.169,1.169,1.169,500
20250124T095500,1.173,1.173,1.173,1.173,100
20250124T110000,1.180,1.180,1.180,1.180,10100
20250124T112000,1.180,1.181,1.180,1.181,6400
20250127T103000,1.173,1.173,1.173,1.173,7900
20250127T133500,1.173,1.173,1.173,1.173,13600
20250127T150000,1.169,1.169,1.167,1.168,900
20250205T093500,1.167,1.167,1.164,1.164,11900
20250205T094000,1.165,1.165,1.165,1.165,3000
20250205T095000,1.170,1.170,1.170,1.170,100
20250205T101000,1.170,1.170,1.170,1.170,100
20250205T130500,1.174,1.174,1.174,1.174,300
20250205T131000,1.171,1.171,1.171,1.171,51600
20250205T132000,1.173,1.173,1.173,1.173,1000
20250205T144000,1.173,1.173,1.173,1.173,5200
20250206T093500,1.172,1.173,1.172,1.173,800
20250206T130500,1.191,1.191,1.181,1.191,6300
20250206T133000,1.194,1.194,1.194,1.194,2000
20250206T134500,1.197,1.197,1.197,1.197,500
20250206T140000,1.199,1.199,1.199,1.199,2200
20250206T142000,1.199,1.199,1.199,1.199,100
20250206T143000,1.199,1.199,1.199,1.199,100
20250206T143500,1.199,1.200,1.199,1.200,21600
20250206T144000,1.201,1.201,1.201,1.201,600
20250206T145000,1.204,1.204,1.204,1.204,10000
20250206T150000,1.201,1.201,1.201,1.201,2200
20250207T094500,1.206,1.207,1.206,1.207,5100
20250207T095500,1.210,1.211,1.210,1.211,11600
20250207T101000,1.217,1.217,1.217,1.217,4100
20250207T103500,1.219,1.219,1.215,1.215,2000
20250207T104500,1.219,1.219,1.219,1.219,100
20250207T105500,1.220,1.220,1.220,1.220,6600
20250207T111000,1.227,1.227,1.227,1.227,1400
20250207T111500,1.227,1.227,1.227,1.227,5000
20250207T112000,1.229,1.234,1.228,1.228,65900
20250207T130500,1.228,1.229,1.228,1.229,2100
20250207T131000,1.232,1.232,1.232,1.232,3900
20250207T131500,1.227,1.227,1.227,1.227,30000
20250207T132500,1.228,1.228,1.228,1.228,2000
20250207T133000,1.232,1.233,1.232,1.233,8200
20250207T133500,1.229,1.229,1.229,1.229,500
20250207T134000,1.230,1.230,1.230,1.230,67400
20250207T134500,1.230,1.230,1.230,1.230,3000
20250207T140000,1.220,1.220,1.220,1.220,64400
20250207T141000,1.220,1.220,1.217,1.217,500
20250207T142000,1.215,1.215,1.215,1.215,2000
20250207T143500,1.215,1.215,1.215,1.215,3500
20250207T144500,1.220,1.220,1.220,1.220,9800
20250207T145500,1.222,1.222,1.222,1.222,1600
20250207T150000,1.225,1.225,1.225,1.225,300
20250210T094500,1.221,1.221,1.221,1.221,100
20250210T095000,1.221,1.221,1.221,1.221,1000
20250210T100000,1.222,1.222,1.222,1.222,400
20250210T100500,1.222,1.222,1.222,1.222,2500
20250210T102500,1.225,1.225,1.225,1.225,1000
20250210T111500,1.220,1.220,1.220,1.220,2000
20250210T113000,1.221,1.221,1.221,1.221,1000
20250210T130500,1.220,1.220,1.220,1.220,200
20250210T135000,1.227,1.227,1.227,1.227,400
20250210T142000,1.227,1.227,1.227,1.227,4000
20250210T142500,1.228,1.228,1.228,1.228,700
20250210T143000,1.230,1.230,1.230,1.230,1000
20250210T143500,1.229,1.229,1.229,1.229,2000
20250210T144000,1.229,1.229,1.229,1.229,100
20250210T150000,1.227,1.227,1.227,1.227,9800
20250211T093500,1.226,1.228,1.226,1.228,4100
20250211T102000,1.220,1.220,1.220,1.220,2000
20250211T104500,1.220,1.220,1.220,1.220,800
20250211T105000,1.220,1.220,1.220,1.220,700
20250211T130500,1.221,1.221,1.221,1.221,200
20250211T144000,1.221,1.221,1.221,1.221,400
20250212T093500,1.212,1.212,1.212,1.212,16100
20250212T103000,1.230,1.230,1.230,1.230,1600
20250212T105000,1.226,1.226,1.226,1.226,1000
20250212T105500,1.228,1.228,1.228,1.228,1100
20250212T111000,1.229,1.230,1.229,1.230,17800
20250212T113000,1.226,1.226,1.226,1.226,9900
20250212T130500,1.226,1.226,1.226,1.226,200
20250212T133500,1.228,1.228,1.228,1.228,4900
20250212T134500,1.228,1.228,1.228,1.228,1000
20250212T135000,1.230,1.230,1.230,1.230,100
20250212T140500,1.230,1.230,1.230,1.230,1400
20250212T141500,1.231,1.231,1.231,1.231,33700
20250212T142000,1.232,1.232,1.232,1.232,33700
20250212T144500,1.236,1.236,1.236,1.236,2500
20250212T145000,1.238,1.243,1.238,1.243,69300
20250212T145500,1.239,1.239,1.239,1.239,34000
20250212T150000,1.217,1.242,1.217,1.218,5500
20250213T093500,1.240,1.240,1.237,1.240,82700
20250213T094000,1.240,1.240,1.240,1.240,500
20250213T094500,1.232,1.232,1.232,1.232,11000
20250213T095000,1.232,1.232,1.232,1.232,20000
20250213T100000,1.239,1.239,1.239,1.239,5000
20250213T105000,1.230,1.230,1.230,1.230,2000
20250213T130500,1.228,1.228,1.228,1.228,6800
20250213T135500,1.236,1.239,1.236,1.239,21900
20250213T141500,1.238,1.241,1.238,1.241,26100
20250213T142000,1.240,1.240,1.240,1.240,500
20250213T142500,1.238,1.238,1.238,1.238,2800
20250213T143500,1.230,1.230,1.230,1.230,9100
20250213T144500,1.230,1.230,1.230,1.230,500
20250214T093500,1.230,1.230,1.230,1.230,3600
20250214T094500,1.230,1.230,1.230,1.230,2000
20250214T101500,1.232,1.233,1.232,1.232,14200
20250214T102000,1.235,1.235,1.235,1.235,800
20250214T104000,1.234,1.234,1.234,1.234,100
20250214T105000,1.234,1.234,1.234,1.234,31400
20250214T110000,1.243,1.243,1.239,1.239,1000
20250214T110500,1.239,1.239,1.239,1.239,5900
20250214T111500,1.243,1.243,1.243,1.243,500
